-4.440892098500626e-16, 29.85137701781454
0.5, 38.131719965830285
1, 50.388593822880374
1.5, 56.46271215433483
2, 61.55796249475441
2.499999999999999, 66.13919308102429
3, 74.58663336168846
3.5, 79.79692148202224
4, 89.08162800553964
4.5, 99.38017777123065
5, 111.14521402317929
5.5, 117.738857501347
6, 124.1634954985163
6.5, 132.79205309075635
7, 147.1974755345696
7.5, 146.76288427348706
8, 147.35836700908064
8.5, 164.0317300366039
9.000000000000002, 161.64649266051413
9.5, 163.46439054363069
10, 176.33559295458326
10.5, 181.5657699637097
10.999999999999998, 182.24131697841887
11.5, 192.60142509790455
12, 193.77059493248407
12.500000000000002, 199.25419577955114
13, 203.59842181404332
13.5, 208.96751308499736
14, 211.09455547459618
14.5, 219.97237773598522
15, 220.00620706611966
15.5, 221.7819203349735
16, 225.9351638391237
16.5, 227.26566337022493
17, 228.95873956433118
17.5, 232.53030890371633
18, 232.93008236468367
18.5, 239.48349003874827
19, 240.24693530171066
19.5, 266.25938547055625
20, 274.56345727218206
