20,0.00631876313936
40,0.008621604905966
60,0.010688370667273
80,0.013940604956471
100,0.015955055618671
120,0.020632499600727
140,0.024800190310882
160,0.029758283002347
180,0.034115985717661
200,0.039720564858546
220,0.046470901058035
240,0.053791685288374
260,0.061369759979716
280,0.070773521131459
300,0.079204149180506
320,0.087435373256349
340,0.092110114950883
360,0.095753890232167
380,0.090807682902238
400,0.069347927936311
420,0.037805874173558
440,0.013067816007076
460,0.001678824784394
